review_id,review_kind,decision_status,machine_state,candidate_sha256,source_snapshot_sha256,evidence_type,model_signature,category,member_count,member_keys,suggested_action,auto_family_id
candidate-177281330798,merge_candidate,manual_review_required,pending,f743e1f9e11bfbb8d6a3ae522fd8fe7067d164f7d702e22d47906a8c5118bd8f,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-9240,室内护眼大路灯,5,mall_sql:11001|mall_sql:11002|mall_sql:11003|mall_sql:11046|mall_sql:11047,merge_only_after_product_owner_review,
candidate-1808c8306301,merge_candidate,manual_review_required,pending,bd285344e6ffbf9b6cfe67b1f02875fc32785897cf52ffe5e71ba69c739b0399,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-T206,筒射灯,3,mall_sql:10057|mall_sql:10058|mall_sql:1874,merge_only_after_product_owner_review,
candidate-1810729d29d3,merge_candidate,manual_review_required,pending,c63db49d717aae5769bcc7d5f9ac002cef39907269909dd7c3d6f995602eb242,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,XD58529,吊灯,4,mall_sql:2314|mall_sql:2315|mall_sql:2317|mall_sql:2409,merge_only_after_product_owner_review,
candidate-1860095fde3e,merge_candidate,manual_review_required,pending,e16bb49d4e052e5b05e12c3a56783bd1de305de4ecec243bfe85b187760ef3bb,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JHX01,吸顶灯,20,mall_sql:1867|mall_sql:1868|mall_sql:1869|mall_sql:1870|mall_sql:1885|mall_sql:1886|mall_sql:1887|mall_sql:1888|mall_sql:1889|mall_sql:1890|mall_sql:541|mall_sql:542|mall_sql:543|mall_sql:697|mall_sql:698|mall_sql:701|mall_sql:702|mall_sql:703|mall_sql:704|mall_sql:705,merge_only_after_product_owner_review,
candidate-1a80e7e9edae,merge_candidate,manual_review_required,pending,515d40f0d18e3326a3a0cc7af36e9bc7e18575457f6a10031f637c98f5326cc4,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-Q57510,壁灯,4,mall_sql:9538|mall_sql:9539|mall_sql:9540|mall_sql:9541,merge_only_after_product_owner_review,
candidate-1da13516eadc,merge_candidate,manual_review_required,pending,e8f7581551bb50fe546d632dd5f2e33e523da705df6e9b30ce8b748bc4051ef6,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-X-6L31007,风扇灯,3,mall_sql:10871|mall_sql:10873|mall_sql:10874,merge_only_after_product_owner_review,
candidate-1e238881e972,merge_candidate,manual_review_required,pending,598e245111c5a6ac0aca5835445a8d35fcf74353bd5d329c3e01859afe3c4843,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L6777,吸顶灯,3,mall_sql:11245|mall_sql:11246|mall_sql:11247,merge_only_after_product_owner_review,
candidate-20e70112d32c,merge_candidate,manual_review_required,pending,f4c2e3277415161e2acadf59b733d07f56e1d02a1d838112eb32516e18f93acb,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-71036,吸顶灯,3,mall_sql:2232|mall_sql:3905|mall_sql:3906,merge_only_after_product_owner_review,
candidate-22bcdbfebd48,merge_candidate,manual_review_required,pending,0fd08dc405fe648c0280bc99dd9816d5f3c8e117c1f774b5fb68d007c642c336,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L6828,吸顶灯,3,mall_sql:11735|mall_sql:11736|mall_sql:11737,merge_only_after_product_owner_review,
candidate-244e2011b6e0,merge_candidate,manual_review_required,pending,ce68e736217d598d91ff62abe1b18f89649cdebbaaf80e1d1716b726c84a884a,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JHT5R,灯管,5,mall_sql:10036|mall_sql:10037|mall_sql:10038|mall_sql:10039|mall_sql:3222,merge_only_after_product_owner_review,
candidate-253b93886d5e,merge_candidate,manual_review_required,pending,c9642338fd4dc48739d6a0f776be5f4b138fc81ed485fc1b83c8e1d2adaed144,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-D-6L11002,风扇灯,4,mall_sql:10665|mall_sql:10666|mall_sql:10667|mall_sql:10668,merge_only_after_product_owner_review,
candidate-25a2e97fa545,merge_candidate,manual_review_required,pending,ada28393b8f8a1048d356867de7f85cc4477252aebe96cbcd4950c67b7d82b71,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-Q57507,吊灯,4,mall_sql:9564|mall_sql:9565|mall_sql:9566|mall_sql:9605,merge_only_after_product_owner_review,
candidate-262d23c034cc,merge_candidate,manual_review_required,pending,7479488c45ba9d317b3fd6b28f33b9c57c1c64c354ebe943faadb649db3e0851,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L9728,吸顶灯,2,mall_sql:11307|mall_sql:11308,merge_only_after_product_owner_review,
candidate-2743d21fee0f,merge_candidate,manual_review_required,pending,b2d184f6d9481ffca4c74b62cea02a6cc621a4d9bfac372480d955c113473f4a,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH31L188TA,筒射灯,2,mall_sql:3236|mall_sql:586,merge_only_after_product_owner_review,
candidate-27741297243a,merge_candidate,manual_review_required,pending,790a00943fbe950faee2a29bc3e136deb61e5b75d3221c64beef965a44d0d41e,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH31L271YB,筒射灯,2,mall_sql:4876|mall_sql:8893,merge_only_after_product_owner_review,
candidate-27976e47e680,merge_candidate,manual_review_required,pending,3b012b3799c804696226c6ac5d9ad42280aad181ddf600344632eb55995650df,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH31L188SA,筒射灯,3,mall_sql:584|mall_sql:5994|mall_sql:5995,merge_only_after_product_owner_review,
candidate-283aeb1d479d,merge_candidate,manual_review_required,pending,ab555906a46d5e72a4b3f07124a1063d03baa341e86ba5cc7de941c7c71c5e2c,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-66678,吊灯,5,mall_sql:3614|mall_sql:3615|mall_sql:3616|mall_sql:3617|mall_sql:3618,merge_only_after_product_owner_review,
candidate-2888cc17be84,merge_candidate,manual_review_required,pending,1784bfdeb6f5c01c04dcda898b760ebb16ec039f29bb0eb3ba45d2c2822f3f9e,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-Q59879,吊灯,5,mall_sql:8022|mall_sql:8023|mall_sql:8024|mall_sql:8025|mall_sql:8026,merge_only_after_product_owner_review,
candidate-29705f1461b6,merge_candidate,manual_review_required,pending,113c96bf04fcb0977730e9e743d2f126e9a1e01205586f6d23dfad346e427e83,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L9730,吸顶灯,6,mall_sql:11309|mall_sql:11310|mall_sql:11311|mall_sql:11312|mall_sql:11313|mall_sql:11314,merge_only_after_product_owner_review,
candidate-2a16f6c50b80,merge_candidate,manual_review_required,pending,7ab4836a18aea90e528e81b897958bdeb94b44e04fb2518f8a15b9c1165ccdfc,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-76036,吊灯,5,mall_sql:10422|mall_sql:10423|mall_sql:10424|mall_sql:10425|mall_sql:10426,merge_only_after_product_owner_review,
candidate-2c35acc304bb,merge_candidate,manual_review_required,pending,accac0719228d92f2e0b210c5cd89d435dffdd3b8fbf32740f2c020c8dd37deb,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH33L62,筒射灯,4,mall_sql:10048|mall_sql:10049|mall_sql:10050|mall_sql:8861,merge_only_after_product_owner_review,
candidate-2caa7cc86168,merge_candidate,manual_review_required,pending,91ec6ef2ca9f7fa74b747dc55b34bbae942e9f1c1c76680e4f4aa2ab029de5c8,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,20款F系列,磁吸灯,3,mall_sql:11506|mall_sql:8454|mall_sql:8456,merge_only_after_product_owner_review,
candidate-2d597f10c756,merge_candidate,manual_review_required,pending,91d1e6d42811fef118a328f544cb32194564d4372277e2ce85e726cfffdc78c2,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L8689,吸顶灯,3,mall_sql:11274|mall_sql:11275|mall_sql:11276,merge_only_after_product_owner_review,
candidate-3121ef52ccbc,merge_candidate,manual_review_required,pending,d40ad7f4a9d1689a855b51f7d00cd86b52fb58433c5df2239d1140c9974fc40f,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-Q57510,吊灯,6,mall_sql:9542|mall_sql:9543|mall_sql:9544|mall_sql:9545|mall_sql:9546|mall_sql:9547,merge_only_after_product_owner_review,
candidate-351b34dd1dbf,merge_candidate,manual_review_required,pending,08c41e2c6535ed59c6553ad2abcfcc4c46439ba86707e54eac7480f1251c6908,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-X-6L1850,吸顶灯,7,mall_sql:11201|mall_sql:11202|mall_sql:11203|mall_sql:11204|mall_sql:11205|mall_sql:11206|mall_sql:11207,merge_only_after_product_owner_review,
candidate-3919ff016463,merge_candidate,manual_review_required,pending,b9bdc76910a083a77214e8057b67eb3b19a5a83aa00a0052c321884368c33b2c,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-V-70231,吊灯,4,mall_sql:5057|mall_sql:5058|mall_sql:5059|mall_sql:5060,merge_only_after_product_owner_review,
candidate-39f0716add96,merge_candidate,manual_review_required,pending,8fade0740825ecbdc836bdf1ed33f4de2acbab90994f2e146cb844cce030cf52,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-X-6L31026Y,风扇灯,3,mall_sql:11221|mall_sql:11222|mall_sql:11223,merge_only_after_product_owner_review,
candidate-3c795ff5835b,merge_candidate,manual_review_required,pending,255c2baf684d17403061ec998ba25711265eb5a0586f8d4e4228f95ab90c71a2,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L2512,吸顶灯,2,mall_sql:11234|mall_sql:11235,merge_only_after_product_owner_review,
candidate-3dd4f0dc99ea,merge_candidate,manual_review_required,pending,79ae09db0fc497ed2c61c9c2accac1cd72fc581172e5cb81892a1b627cce61e9,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-Q52001,壁灯,3,mall_sql:8014|mall_sql:8015|mall_sql:8016,merge_only_after_product_owner_review,
candidate-3ddcdc2f90be,merge_candidate,manual_review_required,pending,6bfa17b76d6de2b405401af0a7db8f1dfbb7001c5091726486f2d3212eab7cc7,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-Q58021,吸顶灯,3,mall_sql:11836|mall_sql:11837|mall_sql:11838,merge_only_after_product_owner_review,
candidate-3f53d883352e,merge_candidate,manual_review_required,pending,26c919b0bdc9e101cead5f5485354b33b708555ffb131fab0b6fb0caa6597f55,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L7328,吸顶灯,3,mall_sql:11790|mall_sql:11791|mall_sql:11792,merge_only_after_product_owner_review,
candidate-40fb34231ed2,merge_candidate,manual_review_required,pending,e0817b2b5382fc99dce8f36ed03eac0f349ae9b362ba4c89c891b69130babccb,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L6832,吸顶灯,2,mall_sql:11795|mall_sql:11796,merge_only_after_product_owner_review,
candidate-41b13730ceee,merge_candidate,manual_review_required,pending,5b5a69f1a7bddb7e2c5111c829c66f50d051a3e8bb876f20ba2e3c391db97394,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L6805,吸顶灯,3,mall_sql:11265|mall_sql:11266|mall_sql:11267,merge_only_after_product_owner_review,
candidate-439984cdb189,merge_candidate,manual_review_required,pending,a4bc18295739b254d4fbcd31a5d68cc2892f53496e4809a96b7e1a112c6040e4,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-Q50203,壁灯,2,mall_sql:8092|mall_sql:8093,merge_only_after_product_owner_review,
candidate-450c8267896d,merge_candidate,manual_review_required,pending,1a15932d311863ae0973f85a8408c82452b0d318965634db4dfd862c682f0c3b,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L7323,吸顶灯,2,mall_sql:11793|mall_sql:11794,merge_only_after_product_owner_review,
candidate-47798a8554b7,merge_candidate,manual_review_required,pending,97e819ea1fa6f12eab2d5bc520aa013fdc7a70f3066592192ce802b2aa626bad,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,120093,吊灯,4,mall_sql:12159|mall_sql:12160|mall_sql:12161|mall_sql:12162,merge_only_after_product_owner_review,
candidate-47d1a09b88c7,merge_candidate,manual_review_required,pending,74d82875cb892a0a4c1888b01835ba57b61fd683b9bd87ead1fb158214fa3821,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L9751,吸顶灯,6,mall_sql:11765|mall_sql:11766|mall_sql:11767|mall_sql:11768|mall_sql:11769|mall_sql:11770,merge_only_after_product_owner_review,
candidate-48580ebf238d,merge_candidate,manual_review_required,pending,a4855ab28d381a69536ab7c1621e48fdb4bd266da9c361e0aa8505bdaffc61be,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L9755,吸顶灯,3,mall_sql:11780|mall_sql:11781|mall_sql:11782,merge_only_after_product_owner_review,
candidate-4f788a19f585,merge_candidate,manual_review_required,pending,cf9c804f78f478b1061bd634b6f003382c9f5bbb1a791578cfac003e4f35ecbe,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-71031,吸顶灯,3,mall_sql:2229|mall_sql:3909|mall_sql:3910,merge_only_after_product_owner_review,
candidate-5024b7ac5963,merge_candidate,manual_review_required,pending,cb9094b812d887d75f58d6153b65d3642584ffce19b2438f9533ebbc40320f7b,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L9732,吸顶灯,3,mall_sql:11296|mall_sql:11297|mall_sql:11298,merge_only_after_product_owner_review,
candidate-5256a14adbb3,merge_candidate,manual_review_required,pending,28e5e5276efefd81103c848c17228c97712a21534b3e30d477386407414814b2,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-D-6L31012,风扇灯,3,mall_sql:10855|mall_sql:10856|mall_sql:10857,merge_only_after_product_owner_review,
candidate-558002f0508c,merge_candidate,manual_review_required,pending,e38083d3691d12e3384fb24ba5ec794e544d96a900b7fb9467b250bc69b80ec2,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-X202,商用照明,3,mall_sql:11468|mall_sql:11469|mall_sql:11470,merge_only_after_product_owner_review,
candidate-56790e1815f5,merge_candidate,manual_review_required,pending,2a579fff91e0a8b69b11ae1fc85181d357577898abc714c7866b835a2fbb1dfe,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-D-6L11001,风扇灯,4,mall_sql:10661|mall_sql:10662|mall_sql:10663|mall_sql:10664,merge_only_after_product_owner_review,
candidate-5b5a82a15ebf,merge_candidate,manual_review_required,pending,27a977fe04b5e63b8c2ca68747dca70872793729b45f11eb23eb8dc54b77c129,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-Q56603,吊灯,7,mall_sql:10026|mall_sql:10027|mall_sql:10028|mall_sql:10029|mall_sql:10030|mall_sql:10032|mall_sql:10957,merge_only_after_product_owner_review,
candidate-5c69016223bf,merge_candidate,manual_review_required,pending,d23302881911a854d275d50d57f6385195fc9966a58847f2214730d1dcf01619,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH31L188YB,筒射灯,3,mall_sql:3235|mall_sql:5992|mall_sql:5993,merge_only_after_product_owner_review,
candidate-5d564978d6e9,merge_candidate,manual_review_required,pending,6ff87f0a1d1d07cbea70bc689246436416649eaa669c3a1991589303d535b97f,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-S101,筒射灯,4,mall_sql:10137|mall_sql:10138|mall_sql:10139|mall_sql:10140,merge_only_after_product_owner_review,
candidate-60b72a09031a,merge_candidate,manual_review_required,pending,e01f9fdbeb5e80b97d56df657796855c3ce2b91ee20f5f18309e22ef35724eb9,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-D-6L6812,吊灯,6,mall_sql:11190|mall_sql:11865|mall_sql:11866|mall_sql:11867|mall_sql:11868|mall_sql:11869,merge_only_after_product_owner_review,
candidate-61bca42d6456,merge_candidate,manual_review_required,pending,2b008dbf24c9dd872958afe2c998a3da80c87d67a3d7c7ebf384740ff5569835,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-S194,筒射灯,2,mall_sql:11834|mall_sql:11905,merge_only_after_product_owner_review,
candidate-644bd1bd4126,merge_candidate,manual_review_required,pending,53e5786d8f51e409fc99166655425b397c13f7144bd10e79357cc642111c2c04,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L8670,吸顶灯,3,mall_sql:10552|mall_sql:10553|mall_sql:10554,merge_only_after_product_owner_review,
candidate-66e91bb8cacb,merge_candidate,manual_review_required,pending,b9f5d929e2ab219ef6c4f783be42174aa4f307a5acae330b725c7c9d87388250,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-S17618,商用照明,2,mall_sql:11417|mall_sql:11423,merge_only_after_product_owner_review,
candidate-689070109637,merge_candidate,manual_review_required,pending,7f8ca9cf44a868b60a565860dd270c2081e7ad2240400616df3ca7ef526ba63b,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-XQD-3424,户外景观,2,mall_sql:11625|mall_sql:11626,merge_only_after_product_owner_review,
candidate-69f3694f0b7b,merge_candidate,manual_review_required,pending,4142926a933cf1634ee36ce0fc87477747cb59c1c14a84e8bfc8ece1e560a5b9,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,P9御系列,开关,29,mall_sql:12322|mall_sql:12323|mall_sql:12324|mall_sql:12325|mall_sql:12326|mall_sql:12327|mall_sql:12328|mall_sql:12329|mall_sql:12330|mall_sql:12331|mall_sql:12332|mall_sql:12333|mall_sql:12334|mall_sql:12335|mall_sql:12336|mall_sql:12337|mall_sql:12366|mall_sql:12367|mall_sql:12368|mall_sql:12369|mall_sql:12370|mall_sql:12371|mall_sql:12372|mall_sql:12373|mall_sql:12374|mall_sql:12375|mall_sql:12376|mall_sql:8971|mall_sql:9753,merge_only_after_product_owner_review,
candidate-6e7941d371be,merge_candidate,manual_review_required,pending,f6a21db65734be2fa258d2e2117e9605274524bb9bc13e86e658ac185a9dc578,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-D-6L2970,吊灯,4,mall_sql:11215|mall_sql:11862|mall_sql:11863|mall_sql:11864,merge_only_after_product_owner_review,
candidate-72d2bcbd6677,merge_candidate,manual_review_required,pending,6683a65ad9563f28bcbd9ea5fb58fd8510dca2cf4ca37e0cdda142d5a672c1d0,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-X-6L1841,吸顶灯,6,mall_sql:10278|mall_sql:10279|mall_sql:10280|mall_sql:10281|mall_sql:10282|mall_sql:10283,merge_only_after_product_owner_review,
candidate-74d1732b08eb,merge_candidate,manual_review_required,pending,a361b5632cf63f91595806b327d2781ee5ac9645d999380cde984deccda156c9,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-D-6L2033,吊灯,5,mall_sql:10295|mall_sql:10296|mall_sql:10297|mall_sql:10298|mall_sql:10299,merge_only_after_product_owner_review,
candidate-7579147486e1,merge_candidate,manual_review_required,pending,a947aaca70e0593a1cb86b9c528ed5b4b91a5bea592475457ebad7c3d55de321,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH34L58,筒射灯,3,mall_sql:1169|mall_sql:4248|mall_sql:4249,merge_only_after_product_owner_review,
candidate-777204425fef,merge_candidate,manual_review_required,pending,78ae5324ff5a21de2c00c512042a408869d2913bc480c70eb8e5ec24b5323b03,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-D-6L7062,吊灯,5,mall_sql:10195|mall_sql:11878|mall_sql:11879|mall_sql:11880|mall_sql:11881,merge_only_after_product_owner_review,
candidate-79ae87215b01,merge_candidate,manual_review_required,pending,81a824a4bf5750f9a59953ee794ef61d1dedfec7b07104fc4ca6c7ac459d7acb,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-X-6L31027Y,风扇灯,3,mall_sql:11145|mall_sql:11146|mall_sql:11147,merge_only_after_product_owner_review,
candidate-7c44f175ff5b,merge_candidate,manual_review_required,pending,fce34ec5ddf037c81c4770088b15d409085c3c059fedf3138af8f994991ce20c,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-D-6L31018,风扇灯,2,mall_sql:11138|mall_sql:11139,merge_only_after_product_owner_review,
candidate-83be01a50948,merge_candidate,manual_review_required,pending,4d02887c4bf4d56ab563d9cff87955f7e9ff00861f2130c53de1e7a11f2f5644,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,N7仕系列,开关,34,mall_sql:12289|mall_sql:12290|mall_sql:12291|mall_sql:12292|mall_sql:12293|mall_sql:12294|mall_sql:12295|mall_sql:12296|mall_sql:12297|mall_sql:12298|mall_sql:12299|mall_sql:12300|mall_sql:12301|mall_sql:12302|mall_sql:12303|mall_sql:12304|mall_sql:12305|mall_sql:12306|mall_sql:12307|mall_sql:12308|mall_sql:12309|mall_sql:12310|mall_sql:12311|mall_sql:12312|mall_sql:12313|mall_sql:12314|mall_sql:12315|mall_sql:12316|mall_sql:12317|mall_sql:12318|mall_sql:12319|mall_sql:12320|mall_sql:9782|mall_sql:9799,merge_only_after_product_owner_review,
candidate-873dc22529ae,merge_candidate,manual_review_required,pending,5b8574eec781954387ebfaba1949c7264df0958263a9f88d2a3f1281e06bb94f,f09a37f2f0e1261fc536efbba1edb42708b055032b717e405ebbd302154e7204,normalized_model_signature_only,JH-8L8709,吸顶灯,3,mall_sql:11746|mall_sql:11747|mall_sql:12217,merge_only_after_product_owner_review,
